                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.4218,                 3.2684,                0.91965,                0.00333,                      1,                0.00392,                0.00218,                 1.3296,                 4.5998,                0.98291,             0.00099448,             0.00099448,             0.00099448
                     22,                  1.498,                 2.9888,                 1.0436,                0.00333,                      1,                0.10485,                 0.0673,                 1.4777,                 4.1915,                 1.0418,              0.0010297,              0.0010297,              0.0010297
                     23,                 1.3605,                 2.6214,                 1.0078,                0.00333,                      1,                0.10485,                 0.0673,                 1.4777,                 4.1915,                 1.0418,              0.0010638,              0.0010638,              0.0010638
                     24,                 1.5213,                 2.2778,                 1.0579,                0.00333,                      1,                0.87134,                0.55978,                 1.3647,                 3.8916,                 1.0068,              0.0010967,              0.0010967,              0.0010967
                     25,                 1.3945,                 2.8532,                 1.0151,                0.00333,                      1,                0.87134,                0.55978,                 1.3647,                 3.8916,                 1.0068,              0.0011284,              0.0011284,              0.0011284
                     26,                 1.2553,                 2.2136,                  1.001,                0.00333,                      1,                  0.995,                0.66072,                 1.2696,                 3.6961,                 0.9798,              0.0011588,              0.0011588,              0.0011588
                     27,                 1.2534,                 1.8667,                0.89463,                0.00333,                      1,                  0.995,                0.66072,                 1.2696,                 3.6961,                 0.9798,              0.0011882,              0.0011882,              0.0011882
                     28,                 1.1542,                  2.278,                0.99782,                      1,                0.93949,                  0.995,                 0.7242,                 1.2348,                 3.2691,                0.98465,              0.0012163,              0.0012163,              0.0012163
                     29,                 1.1382,                 2.1252,                0.91137,                      1,                0.93949,                  0.995,                 0.7242,                 1.2348,                 3.2691,                0.98465,              0.0012432,              0.0012432,              0.0012432
                     30,                 1.1151,                 2.0668,                 0.9022,                      1,                0.93949,                  0.995,                 0.7242,                 1.2348,                 3.2691,                0.98465,               0.001269,               0.001269,               0.001269
                     31,                 1.2269,                 2.5849,                0.94149,                      1,                0.92614,                  0.995,                0.65853,                 1.1847,                 3.0576,                 0.9842,              0.0012935,              0.0012935,              0.0012935
                     32,                 1.3793,                 2.1048,                0.92011,                      1,                0.92614,                  0.995,                0.65853,                 1.1847,                 3.0576,                 0.9842,              0.0013169,              0.0013169,              0.0013169
                     33,                 1.3994,                 2.8512,                0.89907,                      1,                0.88517,                  0.995,                0.59723,                 1.3296,                  3.101,                 1.0214,              0.0013391,              0.0013391,              0.0013391
                     34,                  1.269,                 1.9401,                0.94052,                      1,                0.88517,                  0.995,                0.59723,                 1.3296,                  3.101,                 1.0214,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.4198,                 1.9311,                0.93775,                      1,                0.88517,                  0.995,                0.59723,                 1.3296,                  3.101,                 1.0214,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.3646,                 1.9604,                0.91412,                 0.8944,                    0.8,                0.96833,                 0.6853,                 1.3308,                 2.9429,                 1.0099,              0.0013268,              0.0013268,              0.0013268
                     37,                  1.208,                 2.0417,                0.92607,                 0.8944,                    0.8,                0.96833,                 0.6853,                 1.3308,                 2.9429,                 1.0099,               0.001307,               0.001307,               0.001307
                     38,                 1.2735,                 1.8953,                0.96265,                 0.8944,                    0.8,                0.96833,                 0.6853,                 1.3308,                 2.9429,                 1.0099,              0.0012872,              0.0012872,              0.0012872
                     39,                  1.322,                  1.869,                0.90362,                      1,                0.99473,                  0.995,                0.69689,                 1.2565,                  2.372,                0.99041,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.1903,                 2.0719,                0.90278,                      1,                0.99473,                  0.995,                0.69689,                 1.2565,                  2.372,                0.99041,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.1314,                 1.8167,                0.89951,                      1,                 0.9667,                  0.995,                0.66046,                 1.2831,                 2.6224,                0.98487,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.1392,                 2.1029,                0.91768,                      1,                 0.9667,                  0.995,                0.66046,                 1.2831,                 2.6224,                0.98487,               0.001208,               0.001208,               0.001208
                     43,                 1.2183,                 1.9939,                0.93658,                      1,                 0.9667,                  0.995,                0.66046,                 1.2831,                 2.6224,                0.98487,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.2503,                 3.1591,                0.87751,                      1,                0.97489,                  0.995,                0.67742,                 1.2005,                  2.688,                0.96201,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.2834,                 2.7257,                0.92524,                      1,                0.97489,                  0.995,                0.67742,                 1.2005,                  2.688,                0.96201,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.1521,                 2.2774,                0.88495,                      1,                0.97489,                  0.995,                0.67742,                 1.2005,                  2.688,                0.96201,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.0878,                 1.7136,                0.84516,                      1,                0.99319,                  0.995,                0.69927,                 1.1607,                 2.2211,                0.93638,               0.001109,               0.001109,               0.001109
                     48,                 1.2175,                 1.9127,                0.81871,                      1,                0.99319,                  0.995,                0.69927,                 1.1607,                 2.2211,                0.93638,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.3769,                 1.7757,                0.93918,                0.99736,                      1,                  0.995,                0.67736,                 1.1799,                 1.8337,                0.92796,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.1126,                 1.6858,                0.90659,                0.99736,                      1,                  0.995,                0.67736,                 1.1799,                 1.8337,                0.92796,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.1701,                 1.6928,                 0.9326,                0.99736,                      1,                  0.995,                0.67736,                 1.1799,                 1.8337,                0.92796,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.3312,                 2.3514,                0.91161,                0.99576,                      1,                  0.995,                0.71498,                 1.1613,                 1.8894,                0.93736,                0.00101,                0.00101,                0.00101
                     53,                 1.1361,                 1.8287,                0.86872,                0.99576,                      1,                  0.995,                0.71498,                 1.1613,                 1.8894,                0.93736,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.0969,                 2.1412,                0.84252,                0.99576,                      1,                  0.995,                0.71498,                 1.1613,                 1.8894,                0.93736,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.1988,                 2.1088,                  0.897,                0.99579,                      1,                  0.995,                0.71761,                 1.0576,                 1.8841,                0.91651,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.2155,                  1.824,                0.85969,                0.99579,                      1,                  0.995,                0.71761,                 1.0576,                 1.8841,                0.91651,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.1547,                 1.5802,                0.84488,                0.99497,                      1,                  0.995,                0.71356,                0.99466,                 1.7279,                0.90116,               0.000911,               0.000911,               0.000911
                     58,                 1.1049,                 1.9866,                0.91575,                0.99497,                      1,                  0.995,                0.71356,                0.99466,                 1.7279,                0.90116,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.1471,                 1.8201,                0.80382,                0.99497,                      1,                  0.995,                0.71356,                0.99466,                 1.7279,                0.90116,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.1365,                 2.0225,                0.91517,                      1,                0.99855,                  0.995,                0.76844,                0.88516,                 1.5335,                0.88596,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.1477,                 1.8515,                  0.835,                      1,                0.99855,                  0.995,                0.76844,                0.88516,                 1.5335,                0.88596,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.0661,                 2.1004,                0.88038,                      1,                0.99855,                  0.995,                0.76844,                0.88516,                 1.5335,                0.88596,               0.000812,               0.000812,               0.000812
                     63,                0.93857,                 1.8245,                0.82896,                0.99725,                      1,                  0.995,                0.74993,                0.94916,                 1.5589,                0.89294,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.0498,                 1.7871,                0.91651,                0.99725,                      1,                  0.995,                0.74993,                0.94916,                 1.5589,                0.89294,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.0116,                 1.7572,                0.88221,                0.99458,                      1,                  0.995,                0.71584,                 0.9967,                 1.4964,                0.90289,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.1553,                 1.4475,                0.92932,                0.99458,                      1,                  0.995,                0.71584,                 0.9967,                 1.4964,                0.90289,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.0569,                 1.4897,                0.89244,                0.99458,                      1,                  0.995,                0.71584,                 0.9967,                 1.4964,                0.90289,               0.000713,               0.000713,               0.000713
                     68,                 1.1157,                 1.8383,                0.86709,                0.99267,                      1,                  0.995,                 0.7258,                0.99899,                 1.5156,                0.90503,              0.0006932,              0.0006932,              0.0006932
                     69,                0.99779,                 1.8527,                0.90353,                0.99267,                      1,                  0.995,                 0.7258,                0.99899,                 1.5156,                0.90503,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.1072,                 1.6064,                0.94757,                0.99267,                      1,                  0.995,                 0.7258,                0.99899,                 1.5156,                0.90503,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.0964,                 1.6668,                0.87387,                  0.992,                      1,                  0.995,                0.71126,                0.99102,                 1.4496,                0.90792,              0.0006338,              0.0006338,              0.0006338
                     72,                  1.027,                 1.4906,                0.93928,                  0.992,                      1,                  0.995,                0.71126,                0.99102,                 1.4496,                0.90792,               0.000614,               0.000614,               0.000614
                     73,                0.93429,                  1.425,                0.91617,                0.99293,                      1,                  0.995,                0.73388,                0.94957,                 1.4157,                0.89906,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.0062,                 1.4339,                0.85219,                0.99293,                      1,                  0.995,                0.73388,                0.94957,                 1.4157,                0.89906,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.2912,                 2.3907,                0.90424,                0.99293,                      1,                  0.995,                0.73388,                0.94957,                 1.4157,                0.89906,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.1817,                 5.7323,                0.90855,                 0.9932,                      1,                  0.995,                0.70428,                0.98015,                 1.4312,                0.89947,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.0461,                 1.7106,                0.90651,                 0.9932,                      1,                  0.995,                0.70428,                0.98015,                 1.4312,                0.89947,               0.000515,               0.000515,               0.000515
                     78,                0.87888,                 1.3901,                0.83095,                 0.9932,                      1,                  0.995,                0.70428,                0.98015,                 1.4312,                0.89947,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.0047,                 1.5183,                0.92483,                0.99335,                      1,                  0.995,                0.73312,                0.99116,                 1.4508,                0.89848,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.0929,                 1.6425,                0.87438,                0.99335,                      1,                  0.995,                0.73312,                0.99116,                 1.4508,                0.89848,              0.0004556,              0.0004556,              0.0004556
                     81,                0.97943,                 1.8214,                0.83593,                0.99264,                      1,                  0.995,                0.72672,                0.98113,                 1.4213,                0.89594,              0.0004358,              0.0004358,              0.0004358
                     82,                0.92709,                 1.5072,                0.89192,                0.99264,                      1,                  0.995,                0.72672,                0.98113,                 1.4213,                0.89594,               0.000416,               0.000416,               0.000416
                     83,                 1.0284,                 1.8448,                0.94678,                0.99264,                      1,                  0.995,                0.72672,                0.98113,                 1.4213,                0.89594,              0.0003962,              0.0003962,              0.0003962
                     84,                  1.043,                 1.6213,                0.92818,                0.99186,                      1,                  0.995,                0.73893,                0.96643,                 1.4102,                0.89449,              0.0003764,              0.0003764,              0.0003764
                     85,                0.82989,                 1.5005,                0.81624,                0.99186,                      1,                  0.995,                0.73893,                0.96643,                 1.4102,                0.89449,              0.0003566,              0.0003566,              0.0003566
                     86,                0.93209,                  1.429,                0.86285,                0.99186,                      1,                  0.995,                0.73893,                0.96643,                 1.4102,                0.89449,              0.0003368,              0.0003368,              0.0003368
                     87,                0.95168,                 1.5689,                0.85156,                0.99223,                      1,                  0.995,                 0.7631,                0.97194,                 1.4188,                0.89841,               0.000317,               0.000317,               0.000317
                     88,                0.95097,                 1.5336,                0.84199,                0.99223,                      1,                  0.995,                 0.7631,                0.97194,                 1.4188,                0.89841,              0.0002972,              0.0002972,              0.0002972
                     89,                0.83844,                 1.4155,                0.87479,                0.99265,                      1,                  0.995,                0.73813,                0.98516,                 1.3915,                0.89995,              0.0002774,              0.0002774,              0.0002774
                     90,                0.99199,                 1.3455,                0.86548,                0.99265,                      1,                  0.995,                0.73813,                0.98516,                 1.3915,                0.89995,              0.0002576,              0.0002576,              0.0002576
                     91,                0.88802,                 1.4218,                0.91402,                0.99265,                      1,                  0.995,                0.73813,                0.98516,                 1.3915,                0.89995,              0.0002378,              0.0002378,              0.0002378
                     92,                0.84678,                 1.5191,                0.89604,                0.99274,                      1,                  0.995,                0.75932,                0.97925,                 1.3641,                0.90267,               0.000218,               0.000218,               0.000218
                     93,                  0.819,                  1.363,                0.82585,                0.99274,                      1,                  0.995,                0.75932,                0.97925,                 1.3641,                0.90267,              0.0001982,              0.0001982,              0.0001982
                     94,                0.97077,                 1.5336,                0.86255,                0.99274,                      1,                  0.995,                0.75932,                0.97925,                 1.3641,                0.90267,              0.0001784,              0.0001784,              0.0001784
                     95,                0.85561,                 1.5127,                0.85248,                0.99263,                      1,                  0.995,                0.77448,                0.94786,                 1.3526,                0.90139,              0.0001586,              0.0001586,              0.0001586
                     96,                0.84214,                  1.422,                0.84692,                0.99263,                      1,                  0.995,                0.77448,                0.94786,                 1.3526,                0.90139,              0.0001388,              0.0001388,              0.0001388
                     97,                   0.83,                 1.4127,                0.87666,                0.99224,                      1,                  0.995,                0.77801,                0.92871,                 1.3415,                 0.9002,               0.000119,               0.000119,               0.000119
                     98,                0.91231,                 1.6338,                0.87792,                0.99224,                      1,                  0.995,                0.77801,                0.92871,                 1.3415,                 0.9002,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.87282,                 1.5707,                0.87658,                0.99224,                      1,                  0.995,                0.77801,                0.92871,                 1.3415,                 0.9002,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.81692,                 1.3675,                0.88779,                0.99197,                      1,                  0.995,                0.78561,                0.91162,                 1.3204,                0.89849,               5.96e-05,               5.96e-05,               5.96e-05
